image_name,target
ISIC_0241566,0.0111306645
ISIC_0243686,0.006402508
ISIC_0243937,0.0002506447
ISIC_0244266,0.040383063
ISIC_0244465,2.8449e-05
ISIC_0244617,0.00047281678
ISIC_0244885,0.001895246
ISIC_0245273,0.00054273976
ISIC_0246008,0.0001429737
ISIC_0246211,0.00027916595
ISIC_0248702,0.010760126
ISIC_0251455,0.27169266
ISIC_0251656,0.00043332507
ISIC_0252811,0.005885093
ISIC_0254594,0.0017987766
ISIC_0255112,0.001739852
ISIC_0256267,0.00012801173
ISIC_0258149,0.0005543745
ISIC_0258489,0.07212853
ISIC_0258717,0.017749945
ISIC_0259209,0.09882386
ISIC_0259237,0.008124747
ISIC_0261866,0.28966668
ISIC_0261904,0.0029726517
ISIC_0261907,0.0054103937
ISIC_0262392,0.00048485067
ISIC_0262492,0.0003388933
ISIC_0263920,5.98001e-05
ISIC_0265011,1.5347213e-06
ISIC_0267082,0.0007288613
ISIC_0268025,3.280766e-05
ISIC_0268451,0.0640911
ISIC_0269476,3.3091022e-05
ISIC_0270022,0.06919595
ISIC_0270367,0.00023293788
ISIC_0271223,0.0031565442
ISIC_0272190,0.01767435
ISIC_0273533,0.0008273468
ISIC_0274458,0.007107656
ISIC_0274698,0.102764755
ISIC_0274789,0.066560596
ISIC_0276718,3.267085e-05
ISIC_0280382,0.00011689436
ISIC_0280752,0.020761611
ISIC_0280782,0.012736053
ISIC_0280827,0.006293456
ISIC_0281227,3.7150017e-05
ISIC_0282269,0.0004945071
ISIC_0282486,0.0003148237
ISIC_0282737,0.022608116
ISIC_0284147,0.012616118
ISIC_0284441,0.020508647
ISIC_0284485,0.00029168106
ISIC_0285491,0.016271101
ISIC_0285697,0.32890117
ISIC_0286688,0.0043475805
ISIC_0287132,0.00014855052
ISIC_0287325,0.15924883
ISIC_0288225,0.00010134676
ISIC_0290187,1.8290422e-05
ISIC_0291705,0.0011366756
ISIC_0292996,0.013932083
ISIC_0294150,0.0022553918
ISIC_0296540,0.00070990244
ISIC_0297539,0.00014657978
ISIC_0297702,8.472649e-05
ISIC_0298417,0.043045472
ISIC_0299870,0.0016549809
ISIC_0300002,0.10061117
ISIC_0301547,0.012479253
ISIC_0301769,0.0064542918
ISIC_0304467,0.00010342787
ISIC_0304666,0.0010344032
ISIC_0304667,0.029051187
ISIC_0306094,1.9700788e-05
ISIC_0307004,0.0024601724
ISIC_0307411,0.0014084419
ISIC_0309192,0.00016509063
ISIC_0309503,0.00012922812
ISIC_0310320,0.0046682507
ISIC_0311235,0.05730546
ISIC_0311814,0.0016194169
ISIC_0312717,7.898311e-05
ISIC_0313675,5.870205e-05
ISIC_0317285,0.000456914
ISIC_0318934,4.2527983e-05
ISIC_0319131,8.973555e-06
ISIC_0319990,0.003830542
ISIC_0320662,2.9044415e-05
ISIC_0321218,0.030241374
ISIC_0321906,0.40821975
ISIC_0321948,0.0049410206
ISIC_0322514,0.08889248
ISIC_0327756,0.07291428
ISIC_0328346,0.00053872896
ISIC_0328687,0.007281773
ISIC_0328823,3.4416874e-07
ISIC_0329169,0.0041028177
ISIC_0329910,2.5684523e-05
ISIC_0330060,0.0007186623
ISIC_0330886,0.031233469
ISIC_0332421,0.0010438483
ISIC_0332456,0.0027305835
ISIC_0334179,0.0147030465
ISIC_0335244,0.0013118127
ISIC_0335886,0.026285106
ISIC_0336093,0.008021672
ISIC_0338118,0.07481756
ISIC_0338587,0.00033636126
ISIC_0339455,0.26030788
ISIC_0340198,0.004318211
ISIC_0340572,0.025237974
ISIC_0341315,0.25962195
ISIC_0343131,0.0015727316
ISIC_0343283,0.023733802
ISIC_0346766,0.030276697
ISIC_0347157,0.026623543
ISIC_0348342,0.0018257857
ISIC_0350347,0.0015813939
ISIC_0350470,0.0016558588
ISIC_0351156,0.0009172046
ISIC_0351912,3.3429103e-05
ISIC_0352620,0.022716507
ISIC_0353021,0.0002535912
ISIC_0355377,0.004013317
ISIC_0358260,0.0003696837
ISIC_0358623,4.550532e-05
ISIC_0359676,0.0008058817
ISIC_0359720,0.0032998149
ISIC_0361122,0.0033471736
ISIC_0366488,0.1173354
ISIC_0367795,0.03405676
ISIC_0367988,0.19026186
ISIC_0368092,0.0005835485
ISIC_0368696,0.00023162832
ISIC_0369888,0.56948483
ISIC_0370322,0.0321811
ISIC_0371470,0.00023253536
ISIC_0371907,0.0023679256
ISIC_0372927,0.06807696
ISIC_0372955,0.0033903006
ISIC_0372971,0.00019730972
ISIC_0373723,0.00013819148
ISIC_0375431,0.0076739383
ISIC_0377642,0.0009059811
ISIC_0378391,0.049215462
ISIC_0378668,0.006646938
ISIC_0379549,1.2009187e-06
ISIC_0380224,1.6421058e-05
ISIC_0381595,0.032626197
ISIC_0382931,0.080403484
ISIC_0383641,0.04355313
ISIC_0383780,8.9627356e-05
ISIC_0385415,0.010246217
ISIC_0385463,0.0003794334
ISIC_0385865,0.112115316
ISIC_0388802,0.0010882984
ISIC_0389010,0.19977322
ISIC_0389392,0.0012479608
ISIC_0389675,0.0036976244
ISIC_0390209,0.0030841422
ISIC_0391046,0.2736364
ISIC_0391777,9.455496e-06
ISIC_0392680,0.007100902
ISIC_0392931,9.61224e-05
ISIC_0393891,0.00135813
ISIC_0394533,0.0011529335
ISIC_0394763,5.5909764e-05
ISIC_0394802,0.030343957
ISIC_0395681,0.0030165466
ISIC_0395885,7.899359e-05
ISIC_0398134,0.0004459626
ISIC_0400652,0.0010767181
ISIC_0401679,0.0012524107
ISIC_0403198,3.73247e-05
ISIC_0406137,0.07049786
ISIC_0407054,0.000101847734
ISIC_0407220,0.00031770227
ISIC_0408372,6.299508e-05
ISIC_0408969,2.6451615e-05
ISIC_0409388,0.03637302
ISIC_0410649,0.0046173655
ISIC_0411243,0.01016768
ISIC_0414776,0.003435375
ISIC_0416431,0.03849389
ISIC_0416708,5.394026e-05
ISIC_0418978,6.8050984e-05
ISIC_0419005,0.029547706
ISIC_0421107,0.052882858
ISIC_0424070,0.003759057
ISIC_0426960,0.0131152645
ISIC_0427371,0.00014119779
ISIC_0429551,0.010280409
ISIC_0431350,5.93458e-05
ISIC_0431499,0.059866473
ISIC_0431738,0.0017594444
ISIC_0432133,0.024670918
ISIC_0432265,0.0025900183
ISIC_0432894,0.0042276355
ISIC_0433895,0.029826503
ISIC_0434253,0.010373638
ISIC_0434274,1.437129e-05
ISIC_0434285,0.0006742724
ISIC_0434890,0.06179827
ISIC_0434920,0.0108780945
ISIC_0435283,0.0068024755
ISIC_0435396,0.00068269775
ISIC_0436298,0.010074567
ISIC_0436727,0.004299684
ISIC_0436779,0.00079435605
ISIC_0436884,0.0009799864
ISIC_0437081,0.06364701
ISIC_0437384,2.8429067e-05
ISIC_0437987,0.02180293
ISIC_0438584,0.25094223
ISIC_0439475,0.0012689625
ISIC_0441244,0.03887968
ISIC_0442293,0.036407508
ISIC_0442567,0.013590681
ISIC_0445097,1.8912933e-05
ISIC_0446097,0.015348304
ISIC_0446287,0.0067364434
ISIC_0446447,0.0018976534
ISIC_0448691,0.0013230885
ISIC_0450552,0.001018124
ISIC_0451155,0.012968855
ISIC_0451665,0.22332248
ISIC_0452297,0.00041010446
ISIC_0453555,0.14834817
ISIC_0454124,0.0008508903
ISIC_0454916,0.0002351347
ISIC_0456176,0.025871469
ISIC_0456797,0.00033001645
ISIC_0457344,0.0034017507
ISIC_0457384,0.00093228644
ISIC_0457494,0.03311289
ISIC_0457530,0.017919889
ISIC_0457688,0.00031367745
ISIC_0459718,0.00028921216
ISIC_0460023,1.9412146e-05
ISIC_0460170,0.025096234
ISIC_0460323,8.040197e-05
ISIC_0461615,0.022534236
ISIC_0462037,0.00021377257
ISIC_0462120,0.012737648
ISIC_0462327,6.8916685e-05
ISIC_0462336,6.476385e-05
ISIC_0462792,4.809599e-05
ISIC_0463800,0.0019084947
ISIC_0464417,0.0014372447
ISIC_0465975,0.0015222215
ISIC_0467617,2.0291613e-05
ISIC_0468644,0.01607941
ISIC_0469457,0.00052282773
ISIC_0470465,0.023974894
ISIC_0470699,0.0326352
ISIC_0473489,0.067311265
ISIC_0474220,0.005371236
ISIC_0476927,3.8289934e-05
ISIC_0477213,0.018209783
ISIC_0477217,0.000120243414
ISIC_0477424,0.00199322
ISIC_0477793,0.010514788
ISIC_0477875,0.0012503321
ISIC_0477986,0.00032132745
ISIC_0479726,9.742781e-05
ISIC_0479755,0.045834053
ISIC_0480158,2.0251691e-05
ISIC_0481105,0.03419285
ISIC_0482298,0.00017281
ISIC_0482617,0.00029304213
ISIC_0485889,0.049421508
ISIC_0486436,8.530094e-05
ISIC_0487789,0.029451165
ISIC_0488846,0.009229999
ISIC_0490555,6.8158406e-05
ISIC_0492058,0.0012993086
ISIC_0493101,0.025264751
ISIC_0493429,0.008381483
ISIC_0493786,0.027060954
ISIC_0495167,0.026964393
ISIC_0495234,0.0011091058
ISIC_0495887,0.0010299634
ISIC_0495948,0.042240646
ISIC_0497721,0.0005614555
ISIC_0498659,6.4193686e-05
ISIC_0500319,0.00032338992
ISIC_0500851,0.012394217
ISIC_0501199,8.57917e-05
ISIC_0501295,0.001001274
ISIC_0502032,2.1730839e-06
ISIC_0502364,0.00072603906
ISIC_0504453,0.007311418
ISIC_0504686,0.045904323
ISIC_0504935,0.0004701582
ISIC_0505403,0.00295682
ISIC_0505447,8.3846435e-06
ISIC_0506082,2.2904365e-05
ISIC_0506198,1.1896705e-05
ISIC_0508596,0.008117442
ISIC_0509538,1.6943166e-05
ISIC_0510408,1.6247851e-06
ISIC_0510439,3.5123296e-05
ISIC_0510794,0.03371173
ISIC_0511981,0.00015991222
ISIC_0513674,0.00015480057
ISIC_0513808,7.97687e-06
ISIC_0515041,0.009891814
ISIC_0515737,0.009946829
ISIC_0517531,0.0001016121
ISIC_0517673,0.005550662
ISIC_0519860,5.0341318e-05
ISIC_0520611,0.004958665
ISIC_0521580,4.4256038e-05
ISIC_0521689,5.2676278e-05
ISIC_0521877,0.00033931437
ISIC_0522569,0.35253742
ISIC_0523596,0.0761846
ISIC_0524466,0.04758264
ISIC_0524604,0.0061746635
ISIC_0525213,0.09331723
ISIC_0525405,0.0017789359
ISIC_0527588,2.057702e-05
ISIC_0528304,0.04936097
ISIC_0528945,0.005861036
ISIC_0530946,0.0015765851
ISIC_0532813,7.0632273e-06
ISIC_0533917,0.00023383486
ISIC_0535264,0.019990353
ISIC_0535812,0.08652403
ISIC_0536393,0.00039349307
ISIC_0537310,0.029931623
ISIC_0537430,0.0013415241
ISIC_0538335,0.13722293
ISIC_0538391,0.002866965
ISIC_0539046,0.016245881
ISIC_0539432,0.047746982
ISIC_0539662,2.161279e-05
ISIC_0541206,0.007991147
ISIC_0542744,0.0041712904
ISIC_0542899,0.00084284623
ISIC_0543866,0.00021403073
ISIC_0544482,0.0010351104
ISIC_0545219,0.008059102
ISIC_0545222,0.31751487
ISIC_0546119,0.00026439334
ISIC_0546506,0.07765591
ISIC_0546632,0.013617685
ISIC_0546682,0.0075161066
ISIC_0547086,0.0022645982
ISIC_0548182,0.08358999
ISIC_0548968,0.0052757203
ISIC_0550777,0.00066245813
ISIC_0554395,0.00084629544
ISIC_0554507,0.0006033982
ISIC_0554535,0.0002812181
ISIC_0554819,0.21196368
ISIC_0555540,0.034549527
ISIC_0556297,1.0502565e-05
ISIC_0556505,0.06593537
ISIC_0556568,0.00040481923
ISIC_0557285,8.382181e-06
ISIC_0557595,2.6882562e-05
ISIC_0557850,0.00030979808
ISIC_0558458,0.0066783256
ISIC_0558563,3.8114154e-05
ISIC_0558899,0.0021912686
ISIC_0559101,0.17882457
ISIC_0561202,0.80897677
ISIC_0564203,0.00017077308
ISIC_0565070,0.0011503198
ISIC_0567332,0.017875556
ISIC_0570796,0.0016019463
ISIC_0571162,0.0025809826
ISIC_0571336,0.053238623
ISIC_0572486,0.002555403
ISIC_0574930,0.0018385146
ISIC_0576125,0.0013628905
ISIC_0578316,0.007899945
ISIC_0578354,0.41242224
ISIC_0579350,7.802156e-06
ISIC_0579367,0.10381766
ISIC_0580265,0.00089862366
ISIC_0582447,0.0025192066
ISIC_0582531,0.036001828
ISIC_0583833,5.5846143e-05
ISIC_0584197,0.035482552
ISIC_0585534,0.06325216
ISIC_0586493,1.7510356e-05
ISIC_0586601,0.0008894136
ISIC_0587024,0.03592218
ISIC_0587027,0.00045454965
ISIC_0587527,0.0006078618
ISIC_0588157,0.01943493
ISIC_0588162,0.010202118
ISIC_0588352,0.034063037
ISIC_0589061,1.3641021e-05
ISIC_0590646,0.00012155812
ISIC_0591142,0.033465248
ISIC_0591685,0.0016496221
ISIC_0592225,0.0042208135
ISIC_0592796,0.023299528
ISIC_0594374,0.021439986
ISIC_0594932,0.001326657
ISIC_0595682,0.012235395
ISIC_0596005,0.002945248
ISIC_0596499,1.825447e-05
ISIC_0598190,2.9057215e-05
ISIC_0598769,0.045596294
ISIC_0600649,0.0021553903
ISIC_0600710,0.00031135706
ISIC_0602170,2.7969782e-05
ISIC_0602633,0.09052763
ISIC_0603307,9.126087e-06
ISIC_0604055,0.00013293186
ISIC_0604516,0.0030070737
ISIC_0605259,0.006752261
ISIC_0606244,0.15104164
ISIC_0607037,0.00057549414
ISIC_0607397,0.000106639665
ISIC_0607473,0.00042591928
ISIC_0607693,1.1865422e-05
ISIC_0608042,0.001461297
ISIC_0608105,0.035562225
ISIC_0608330,0.0019964732
ISIC_0609220,0.0003644575
ISIC_0609770,4.3337757e-05
ISIC_0610325,0.019299604
ISIC_0611293,7.358524e-05
ISIC_0611390,0.00011174628
ISIC_0611822,0.0005140812
ISIC_0612337,0.00032008733
ISIC_0613199,0.0011602036
ISIC_0613239,0.001044187
ISIC_0613293,0.0040537915
ISIC_0613555,0.070536025
ISIC_0613748,0.010241481
ISIC_0615241,4.1792686e-05
ISIC_0616900,9.2324146e-05
ISIC_0619695,0.0003180074
ISIC_0620316,0.026098145
ISIC_0620379,0.07075213
ISIC_0620581,0.00011440153
ISIC_0621355,0.0011010945
ISIC_0621919,0.000102704806
ISIC_0622203,8.928069e-05
ISIC_0622461,3.454157e-05
ISIC_0623254,0.004213791
ISIC_0623493,0.014079981
ISIC_0623650,0.0027865362
ISIC_0624194,0.0016072929
ISIC_0627128,0.0020600304
ISIC_0627467,0.0027993838
ISIC_0631039,5.2334202e-05
ISIC_0633018,0.049331833
ISIC_0633831,0.009368366
ISIC_0634161,0.0084299445
ISIC_0634896,0.009160456
ISIC_0635396,1.1120378e-05
ISIC_0635721,0.14819463
ISIC_0636920,0.0024389161
ISIC_0637104,0.02860499
ISIC_0637231,0.009654411
ISIC_0639631,0.2569953
ISIC_0640439,0.008222044
ISIC_0641371,0.0004554357
ISIC_0644758,0.008626082
ISIC_0644873,0.001230625
ISIC_0645560,0.26468274
ISIC_0646211,0.16823898
ISIC_0646723,0.00028596746
ISIC_0647385,0.1336726
ISIC_0649394,0.0346366
ISIC_0650063,0.2927455
ISIC_0650090,0.032434043
ISIC_0653629,0.006828309
ISIC_0653693,0.00046465846
ISIC_0653761,0.0029498544
ISIC_0654120,0.118972145
ISIC_0655378,6.209928e-05
ISIC_0655512,0.062013693
ISIC_0656308,0.0060541094
ISIC_0660782,0.023139514
ISIC_0660925,0.10734478
ISIC_0662288,0.007849923
ISIC_0663197,0.0038069997
ISIC_0663707,5.5713477e-05
ISIC_0664454,0.00016551904
ISIC_0664524,0.010120586
ISIC_0665430,0.011964993
ISIC_0665521,1.3281464e-06
ISIC_0667449,0.0023783818
ISIC_0668855,0.5085974
ISIC_0669360,0.02346156
ISIC_0671119,0.0058630817
ISIC_0673217,0.0003779568
ISIC_0673441,0.0016039824
ISIC_0673705,0.009456015
ISIC_0673777,0.0017618572
ISIC_0673970,0.058662895
ISIC_0674308,0.03870477
ISIC_0674636,0.019248202
ISIC_0674769,4.311993e-05
ISIC_0675554,0.0007677338
ISIC_0675743,0.00014985997
ISIC_0676272,0.009227134
ISIC_0676443,0.16079092
ISIC_0676863,0.0002256303
ISIC_0677660,0.00038860552
ISIC_0678034,0.000157185
ISIC_0680997,0.0013652608
ISIC_0681019,0.122746445
ISIC_0681410,0.0054432643
ISIC_0681751,0.0029560751
ISIC_0682057,0.10318782
ISIC_0682495,5.595597e-06
ISIC_0682907,6.152647e-06
ISIC_0682960,0.00012423864
ISIC_0684256,0.011632194
ISIC_0684654,1.1500036e-05
ISIC_0684862,0.20326059
ISIC_0685033,0.19898683
ISIC_0685067,0.063552566
ISIC_0686961,0.046329714
ISIC_0689307,0.00012792046
ISIC_0692073,0.038161244
ISIC_0695000,0.0147444485
ISIC_0695255,0.0025200502
ISIC_0695851,0.0022108902
ISIC_0697455,0.05403004
ISIC_0698209,0.010188505
ISIC_0700078,0.00074455736
ISIC_0700201,1.3783228e-05
ISIC_0701187,0.01075975
ISIC_0701649,0.00021675971
ISIC_0701776,0.00028916393
ISIC_0703440,0.0025443472
ISIC_0703903,0.0011788411
ISIC_0703979,0.0017372161
ISIC_0704243,0.0029564197
ISIC_0704245,0.009509564
ISIC_0704435,0.00033911617
ISIC_0705764,0.00034576489
ISIC_0705909,0.002400045
ISIC_0707036,0.09136365
ISIC_0707359,2.4143035e-06
ISIC_0707819,0.000279941
ISIC_0708442,0.22003832
ISIC_0708867,0.0001676203
ISIC_0708878,0.01259872
ISIC_0710840,0.23818693
ISIC_0712978,0.0036841598
ISIC_0713157,0.002749601
ISIC_0714126,0.023145573
ISIC_0714540,0.00015580606
ISIC_0715784,0.0002582631
ISIC_0715864,0.0007211895
ISIC_0716650,1.9983638e-05
ISIC_0717635,0.0058495505
ISIC_0718698,0.0028016316
ISIC_0719763,2.3209333e-05
ISIC_0720050,9.557727e-05
ISIC_0720319,4.686207e-05
ISIC_0721575,0.004551782
ISIC_0721927,0.0018539954
ISIC_0722065,0.013081227
ISIC_0722323,5.217081e-05
ISIC_0723369,0.00039066997
ISIC_0723819,0.0025723197
ISIC_0724106,6.0773684e-05
ISIC_0724784,0.009075895
ISIC_0727953,0.10214629
ISIC_0728055,0.010825259
ISIC_0728474,5.734864e-05
ISIC_0728977,9.922452e-05
ISIC_0729188,0.011812273
ISIC_0729365,0.02123984
ISIC_0732158,0.05580184
ISIC_0732261,0.0060221716
ISIC_0733408,0.004482014
ISIC_0734038,0.04706133
ISIC_0734761,0.009009545
ISIC_0735344,0.018478487
ISIC_0735361,0.002113363
ISIC_0735507,0.018341448
ISIC_0737285,0.0012250493
ISIC_0737596,0.00014714217
ISIC_0737951,0.028067976
ISIC_0738067,0.2103868
ISIC_0738616,0.0002810436
ISIC_0739064,0.0023789802
ISIC_0739401,0.00083386136
ISIC_0740997,0.04059249
ISIC_0743576,0.00011670548
ISIC_0743739,0.02314085
ISIC_0743789,0.00078386226
ISIC_0746818,0.1336654
ISIC_0747114,0.022552453
ISIC_0748291,2.1635577e-05
ISIC_0749073,0.0023192205
ISIC_0749202,0.00018315653
ISIC_0752872,0.0015008992
ISIC_0753499,0.0004868451
ISIC_0755453,0.009800156
ISIC_0756977,0.07783362
ISIC_0757171,0.00070473633
ISIC_0758024,0.013436159
ISIC_0758246,5.4535372e-05
ISIC_0758568,0.11616944
ISIC_0759383,0.0035454738
ISIC_0760154,0.0044795685
ISIC_0760260,9.969627e-05
ISIC_0762091,5.1553794e-05
ISIC_0763495,0.00012447794
ISIC_0764739,0.09037372
ISIC_0765355,0.0009577031
ISIC_0767812,7.426537e-05
ISIC_0769066,0.00013359111
ISIC_0770095,0.00016744123
ISIC_0770234,0.0008600963
ISIC_0770508,0.0026052026
ISIC_0770817,0.18426563
ISIC_0771788,0.0077841077
ISIC_0772522,0.019620305
ISIC_0772578,0.042481385
ISIC_0772706,0.00012101097
ISIC_0773190,0.01718377
ISIC_0774444,0.003040524
ISIC_0775579,0.00593524
ISIC_0775584,0.014408281
ISIC_0776524,0.0036821754
ISIC_0776616,0.0006836167
ISIC_0776803,0.031595122
ISIC_0776824,0.018478706
ISIC_0777077,0.0007451675
ISIC_0778512,0.0005743062
ISIC_0779258,8.76968e-05
ISIC_0780165,0.011727517
ISIC_0781571,0.004742127
ISIC_0784160,0.0001184614
ISIC_0785830,0.030842641
ISIC_0786267,0.118595324
ISIC_0786322,0.0009013566
ISIC_0788550,0.0070248954
ISIC_0792325,0.00015119555
ISIC_0792492,0.0062194443
ISIC_0792564,0.00076823035
ISIC_0792986,0.00021275705
ISIC_0794617,0.034882747
ISIC_0795653,0.085569784
ISIC_0796707,0.0013926916
ISIC_0797113,7.779963e-05
ISIC_0799427,0.01139712
ISIC_0799785,0.00048388963
ISIC_0799979,0.017847894
ISIC_0800693,0.008209693
ISIC_0801740,0.00014878881
ISIC_0802693,5.0214738e-05
ISIC_0803310,7.0511865e-05
ISIC_0803341,0.006838497
ISIC_0803636,0.00041974412
ISIC_0804023,0.10787678
ISIC_0805392,8.7184824e-05
ISIC_0807283,0.0004591273
ISIC_0807404,0.00052433443
ISIC_0808861,0.0025532136
ISIC_0809377,7.798302e-05
ISIC_0809747,6.948896e-05
ISIC_0810336,0.07397578
ISIC_0810894,0.018016651
ISIC_0811323,0.0092665125
ISIC_0813138,0.121541254
ISIC_0813352,0.004940064
ISIC_0814613,0.020850306
ISIC_0816087,0.004600674
ISIC_0816173,0.027431494
ISIC_0817883,8.574279e-05
ISIC_0818301,0.39810076
ISIC_0821277,0.028983274
ISIC_0821445,0.00022080963
ISIC_0821598,0.0015799167
ISIC_0822581,0.004983868
ISIC_0823047,0.0011911473
ISIC_0823591,1.1411731e-06
ISIC_0824050,0.00012024868
ISIC_0825029,0.002785254
ISIC_0825725,0.0012816344
ISIC_0829859,9.036531e-05
ISIC_0830589,1.562366e-05
ISIC_0834674,0.0013268818
ISIC_0835778,0.0027422977
ISIC_0836745,0.0007844122
ISIC_0839044,0.0119311055
ISIC_0839368,0.13111572
ISIC_0840535,0.040426206
ISIC_0840661,0.024610808
ISIC_0841028,0.00058605056
ISIC_0842398,0.0031950334
ISIC_0842798,0.006385912
ISIC_0843175,0.0045452076
ISIC_0843626,0.00049023225
ISIC_0844546,1.2222782e-06
ISIC_0844930,0.0040801587
ISIC_0844952,0.021529902
ISIC_0845696,0.03231757
ISIC_0848406,0.0006995359
ISIC_0848986,3.172023e-05
ISIC_0851144,1.3130651e-05
ISIC_0852759,0.0018014696
ISIC_0853184,0.00018045712
ISIC_0853566,0.00077197194
ISIC_0853893,0.18202879
ISIC_0854582,0.0063176802
ISIC_0855262,3.816755e-05
ISIC_0856987,0.00019040407
ISIC_0857436,0.023607563
ISIC_0857443,0.0013766702
ISIC_0857595,0.009251382
ISIC_0861327,0.007026648
ISIC_0862505,0.00013251929
ISIC_0863212,0.0076338868
ISIC_0864741,0.0007037849
ISIC_0865303,0.0004356634
ISIC_0866123,0.0020798815
ISIC_0866838,0.0077987164
ISIC_0867509,0.15125291
ISIC_0867683,0.13885729
ISIC_0868513,4.2272372e-06
ISIC_0869415,0.0035067762
ISIC_0870455,0.01811407
ISIC_0870529,0.0006279575
ISIC_0871473,0.0002724641
ISIC_0873174,0.001647474
ISIC_0874437,0.013639567
ISIC_0874522,0.0003399278
ISIC_0874582,6.268951e-05
ISIC_0874773,0.27800694
ISIC_0875072,3.4778426e-05
ISIC_0876617,0.2237046
ISIC_0876689,0.004366611
ISIC_0877438,0.00045859674
ISIC_0877919,0.0011822658
ISIC_0878952,0.0023399144
ISIC_0879061,0.04000704
ISIC_0879986,0.0003597766
ISIC_0881100,0.013093631
ISIC_0881645,0.0005976956
